timestamp,service_name,operation,latency_ms,p50_ms,p95_ms,p99_ms,environment
2025-11-27T11:05:06.638691,deploy_agent_worker_2,heal_retry,2073.7,1658.96,3110.55,4147.41,stage
2025-11-27T11:05:06.640188,deploy_agent_worker_2,heal_restore,1332.66,1066.13,1998.99,2665.32,stage
2025-11-27T11:05:06.641188,deploy_agent_worker_3,deploy,2016.74,1613.39,3025.11,4033.48,stage
2025-11-27T11:05:06.657191,deploy_agent_worker_2,deploy,1345.17,1076.13,2017.75,2690.34,stage
2025-11-27T11:05:06.658190,deploy_agent_worker_3,deploy,2015.18,1612.15,3022.78,4030.37,stage
2025-11-27T11:05:06.682595,deploy_agent_worker_2,heal_restore,1543.63,1234.91,2315.45,3087.27,stage
2025-11-27T11:05:06.689596,deploy_agent_worker_3,heal_restore,1133.57,906.86,1700.36,2267.14,stage
2025-11-27T11:05:06.731068,deploy_agent_worker_1,heal_retry,2043.46,1634.77,3065.19,4086.92,stage
2025-11-27T11:05:06.733067,deploy_agent_worker_1,heal_restore,2004.18,1603.35,3006.28,4008.37,stage
2025-11-27T11:05:06.743866,deploy_agent_worker_2,deploy,785.59,628.47,1178.39,1571.18,stage
2025-11-27T11:05:06.744954,deploy_agent_worker_3,deploy,726.4,581.12,1089.6,1452.79,stage
2025-11-27T11:05:06.746274,deploy_agent_worker_3,heal_restore,1778.81,1423.05,2668.22,3557.62,stage
2025-11-27T11:05:06.753009,deploy_agent_worker_1,heal_restore,1865.84,1492.67,2798.76,3731.68,stage
2025-11-27T11:05:06.756602,deploy_agent_worker_3,heal_retry,1087.15,869.72,1630.72,2174.29,stage
2025-11-27T11:05:06.764095,deploy_agent_worker_1,deploy,1140.23,912.18,1710.34,2280.45,stage
2025-11-27T11:05:06.764095,deploy_agent_worker_2,heal_restore,1536.74,1229.39,2305.11,3073.47,stage
2025-11-27T11:05:06.765092,deploy_agent_worker_3,deploy,1966.46,1573.17,2949.69,3932.92,stage
2025-11-27T11:05:06.780704,deploy_agent_worker_3,heal_retry,996.58,797.27,1494.88,1993.17,stage
2025-11-27T11:05:06.789243,deploy_agent_worker_1,deploy,1847.14,1477.71,2770.71,3694.28,stage
2025-11-27T11:05:06.789243,deploy_agent_worker_1,heal_retry,1055.2,844.16,1582.8,2110.4,stage
2025-11-27T11:05:06.790242,deploy_agent_worker_1,heal_restore,1690.25,1352.2,2535.38,3380.5,stage
2025-11-27T11:05:06.791243,deploy_agent_worker_2,heal_restore,1021.07,816.86,1531.6,2042.14,stage
2025-11-27T11:05:06.791243,deploy_agent_worker_3,heal_retry,1671.12,1336.89,2506.68,3342.23,stage
2025-11-27T11:05:06.797310,deploy_agent_worker_2,heal_restore,1270.48,1016.38,1905.72,2540.96,stage
2025-11-27T11:05:06.798012,deploy_agent_worker_3,heal_retry,1977.76,1582.21,2966.64,3955.53,stage
2025-11-27T11:05:06.799514,deploy_agent_worker_3,heal_restore,1894.57,1515.66,2841.86,3789.15,stage
2025-11-27T11:05:06.806232,deploy_agent_worker_1,deploy,1064.08,851.27,1596.12,2128.17,stage
2025-11-27T11:05:06.807249,deploy_agent_worker_2,deploy,1870.5,1496.4,2805.75,3741.0,stage
2025-11-27T11:05:06.808256,deploy_agent_worker_2,heal_restore,1760.56,1408.45,2640.84,3521.12,stage
2025-11-27T11:05:06.816092,deploy_agent_worker_2,deploy,1438.58,1150.87,2157.88,2877.17,stage
2025-11-27T11:05:06.817095,deploy_agent_worker_3,heal_restore,1670.6,1336.48,2505.9,3341.2,stage
2025-11-27T11:05:06.822588,deploy_agent_worker_1,heal_retry,762.22,609.77,1143.33,1524.44,stage
2025-11-27T11:05:06.823595,deploy_agent_worker_1,heal_restore,1312.47,1049.98,1968.7,2624.94,stage
2025-11-27T11:05:06.823595,deploy_agent_worker_2,heal_restore,1368.12,1094.49,2052.18,2736.24,stage
2025-11-27T11:05:06.824600,deploy_agent_worker_3,deploy,1727.83,1382.26,2591.74,3455.66,stage
2025-11-27T11:05:06.830379,deploy_agent_worker_1,heal_retry,1201.97,961.58,1802.95,2403.94,stage
2025-11-27T11:05:06.831520,deploy_agent_worker_2,heal_restore,1688.77,1351.02,2533.15,3377.54,stage
2025-11-27T11:05:06.832524,deploy_agent_worker_3,heal_restore,1850.68,1480.54,2776.02,3701.36,stage
2025-11-27T11:05:06.836765,deploy_agent_worker_1,deploy,1496.76,1197.41,2245.14,2993.51,stage
2025-11-27T11:05:06.837839,deploy_agent_worker_2,deploy,1542.47,1233.98,2313.71,3084.95,stage
2025-11-27T11:05:06.837839,deploy_agent_worker_3,heal_retry,1816.24,1452.99,2724.36,3632.48,stage
2025-11-27T11:05:06.843311,deploy_agent_worker_1,deploy,1337.9,1070.32,2006.85,2675.8,stage
2025-11-27T11:05:06.844325,deploy_agent_worker_1,heal_retry,840.68,672.54,1261.02,1681.36,stage
2025-11-27T11:05:06.844325,deploy_agent_worker_2,deploy,2032.52,1626.02,3048.78,4065.04,stage
2025-11-27T11:05:06.846055,deploy_agent_worker_3,deploy,1860.67,1488.53,2791.0,3721.33,stage
2025-11-27T11:05:06.851572,deploy_agent_worker_1,heal_retry,614.14,491.31,921.2,1228.27,stage
2025-11-27T11:05:06.852614,deploy_agent_worker_2,deploy,1734.58,1387.67,2601.88,3469.17,stage
2025-11-27T11:05:06.853661,deploy_agent_worker_2,heal_retry,1951.94,1561.55,2927.91,3903.88,stage
2025-11-27T11:05:06.853661,deploy_agent_worker_3,deploy,1442.6,1154.08,2163.91,2885.21,stage
2025-11-27T11:05:06.854744,deploy_agent_worker_3,heal_restore,565.02,452.02,847.53,1130.05,stage
2025-11-27T11:05:06.860833,deploy_agent_worker_3,deploy,560.41,448.33,840.61,1120.82,stage
2025-11-27T11:05:06.866172,deploy_agent_worker_1,deploy,711.2,568.96,1066.8,1422.4,stage
2025-11-27T11:05:06.867179,deploy_agent_worker_2,deploy,1478.58,1182.86,2217.87,2957.15,stage
2025-11-27T11:05:06.868184,deploy_agent_worker_3,deploy,850.45,680.36,1275.67,1700.9,stage
2025-11-27T11:05:06.873183,deploy_agent_worker_3,heal_retry,1093.07,874.45,1639.6,2186.13,stage
2025-11-27T11:05:06.874183,deploy_agent_worker_3,heal_restore,1132.98,906.38,1699.46,2265.95,stage
2025-11-27T11:05:06.880836,deploy_agent_worker_2,deploy,1242.67,994.14,1864.01,2485.35,stage
2025-11-27T11:05:06.880836,deploy_agent_worker_2,heal_restore,1440.33,1152.27,2160.5,2880.66,stage
2025-11-27T11:05:06.882036,deploy_agent_worker_3,deploy,1037.45,829.96,1556.17,2074.9,stage
2025-11-27T11:05:06.886526,deploy_agent_worker_1,deploy,1564.79,1251.83,2347.18,3129.58,stage
2025-11-27T11:05:06.887860,deploy_agent_worker_1,heal_retry,1884.71,1507.77,2827.06,3769.42,stage
2025-11-27T11:05:06.887860,deploy_agent_worker_1,heal_restore,1532.01,1225.61,2298.02,3064.03,stage
2025-11-27T11:05:06.889124,deploy_agent_worker_2,deploy,1636.03,1308.82,2454.05,3272.06,stage
2025-11-27T11:05:06.889124,deploy_agent_worker_2,heal_restore,1817.44,1453.95,2726.15,3634.87,stage
2025-11-27T11:05:06.894165,deploy_agent_worker_2,deploy,822.56,658.05,1233.84,1645.12,stage
2025-11-27T11:05:06.894587,deploy_agent_worker_3,deploy,2064.13,1651.3,3096.2,4128.26,stage
2025-11-27T11:05:06.902363,deploy_agent_worker_1,heal_restore,1853.94,1483.15,2780.91,3707.87,stage
2025-11-27T11:05:06.902363,deploy_agent_worker_2,heal_retry,1343.43,1074.74,2015.14,2686.85,stage
2025-11-27T11:05:06.903370,deploy_agent_worker_3,heal_retry,1145.64,916.51,1718.46,2291.27,stage
2025-11-27T11:05:06.903370,deploy_agent_worker_3,heal_restore,1562.76,1250.21,2344.13,3125.51,stage
2025-11-27T11:05:06.910070,deploy_agent_worker_1,deploy,1019.18,815.34,1528.77,2038.36,stage
2025-11-27T11:05:06.911320,deploy_agent_worker_2,heal_restore,1636.03,1308.82,2454.05,3272.06,stage
2025-11-27T11:05:06.918690,deploy_agent_worker_1,deploy,1497.4,1197.92,2246.1,2994.79,stage
2025-11-27T11:05:06.919706,deploy_agent_worker_2,deploy,1111.74,889.39,1667.61,2223.48,stage
2025-11-27T11:05:06.919706,deploy_agent_worker_3,heal_retry,615.84,492.67,923.76,1231.69,stage
2025-11-27T11:05:06.924904,deploy_agent_worker_1,deploy,1786.75,1429.4,2680.12,3573.5,stage
2025-11-27T11:05:06.925905,deploy_agent_worker_3,heal_retry,2069.13,1655.3,3103.69,4138.25,stage
2025-11-27T11:05:06.933192,deploy_agent_worker_1,heal_retry,614.48,491.58,921.72,1228.96,stage
2025-11-27T11:05:06.933854,deploy_agent_worker_1,heal_restore,2061.71,1649.37,3092.56,4123.42,stage
2025-11-27T11:05:06.934937,deploy_agent_worker_2,heal_restore,872.45,697.96,1308.68,1744.91,stage
2025-11-27T11:05:06.934937,deploy_agent_worker_3,heal_restore,1274.91,1019.93,1912.36,2549.82,stage
2025-11-27T11:05:06.940803,deploy_agent_worker_1,heal_retry,1616.23,1292.99,2424.35,3232.46,stage
2025-11-27T11:05:06.941840,deploy_agent_worker_2,deploy,1105.81,884.64,1658.71,2211.61,stage
2025-11-27T11:05:06.941840,deploy_agent_worker_3,deploy,656.92,525.53,985.38,1313.84,stage
2025-11-27T11:05:06.947432,deploy_agent_worker_2,heal_restore,1471.97,1177.57,2207.95,2943.93,stage
2025-11-27T11:05:06.948432,deploy_agent_worker_3,deploy,876.56,701.25,1314.84,1753.12,stage
2025-11-27T11:05:06.966625,deploy_agent_worker_1,heal_restore,1831.58,1465.26,2747.37,3663.16,stage
2025-11-27T11:05:06.966625,deploy_agent_worker_2,heal_restore,1149.29,919.43,1723.93,2298.57,stage
2025-11-27T11:05:06.970826,deploy_agent_worker_1,deploy,1529.93,1223.94,2294.89,3059.86,stage
2025-11-27T11:05:06.971892,deploy_agent_worker_2,deploy,1946.54,1557.23,2919.8,3893.07,stage
2025-11-27T11:05:06.971892,deploy_agent_worker_2,heal_retry,1390.9,1112.72,2086.36,2781.81,stage
2025-11-27T11:05:06.973307,deploy_agent_worker_3,deploy,1626.16,1300.93,2439.25,3252.33,stage
2025-11-27T11:05:06.974312,deploy_agent_worker_3,heal_restore,1453.0,1162.4,2179.5,2906.01,stage
2025-11-27T11:05:06.979574,deploy_agent_worker_1,heal_restore,1697.45,1357.96,2546.17,3394.89,stage
2025-11-27T11:05:06.980389,deploy_agent_worker_2,heal_retry,1247.6,998.08,1871.4,2495.2,stage
2025-11-27T11:05:06.980389,deploy_agent_worker_2,heal_restore,1494.08,1195.27,2241.12,2988.17,stage
2025-11-27T11:05:06.986136,deploy_agent_worker_1,heal_retry,1308.92,1047.14,1963.38,2617.84,stage
2025-11-27T11:05:06.986136,deploy_agent_worker_1,heal_restore,1479.45,1183.56,2219.17,2958.89,stage
2025-11-27T11:05:06.987194,deploy_agent_worker_2,heal_retry,1681.36,1345.09,2522.04,3362.72,stage
2025-11-27T11:05:06.987194,deploy_agent_worker_3,heal_retry,745.03,596.02,1117.54,1490.06,stage
2025-11-27T11:05:06.993035,deploy_agent_worker_3,deploy,2095.83,1676.66,3143.74,4191.65,stage
2025-11-27T11:05:06.999661,deploy_agent_worker_1,heal_retry,1238.29,990.63,1857.44,2476.58,stage
2025-11-27T11:05:07.000677,deploy_agent_worker_1,heal_restore,776.48,621.18,1164.72,1552.96,stage
2025-11-27T11:05:07.000677,deploy_agent_worker_3,heal_retry,815.22,652.18,1222.83,1630.44,stage
2025-11-27T11:05:07.006961,deploy_agent_worker_1,heal_retry,2060.11,1648.09,3090.17,4120.23,stage
2025-11-27T11:05:07.007971,deploy_agent_worker_1,heal_restore,1367.25,1093.8,2050.87,2734.49,stage
2025-11-27T11:05:07.007971,deploy_agent_worker_2,deploy,1512.06,1209.65,2268.09,3024.12,stage
2025-11-27T11:05:07.009009,deploy_agent_worker_2,heal_retry,1426.99,1141.59,2140.48,2853.98,stage
2025-11-27T11:05:07.009009,deploy_agent_worker_2,heal_restore,732.11,585.69,1098.17,1464.22,stage
2025-11-27T11:05:07.014533,deploy_agent_worker_1,heal_restore,1643.83,1315.06,2465.74,3287.65,stage
2025-11-27T11:05:07.015626,deploy_agent_worker_2,heal_retry,2020.22,1616.17,3030.32,4040.43,stage
2025-11-27T11:05:07.021425,deploy_agent_worker_3,deploy,983.22,786.58,1474.84,1966.45,stage
2025-11-27T11:05:07.021425,deploy_agent_worker_3,heal_retry,1908.37,1526.7,2862.56,3816.75,stage
2025-11-27T11:05:07.026466,deploy_agent_worker_2,deploy,1710.85,1368.68,2566.28,3421.7,stage
2025-11-27T11:05:07.032491,deploy_agent_worker_1,deploy,1414.41,1131.53,2121.62,2828.83,stage
2025-11-27T11:05:07.034380,deploy_agent_worker_3,heal_restore,1533.33,1226.67,2300.0,3066.66,stage
2025-11-27T11:05:07.073045,deploy_agent_worker_1,deploy,1801.66,1441.32,2702.48,3603.31,stage
2025-11-27T11:05:07.073045,deploy_agent_worker_1,heal_retry,1474.25,1179.4,2211.38,2948.5,stage
2025-11-27T11:05:07.074153,deploy_agent_worker_2,heal_restore,1852.75,1482.2,2779.12,3705.49,stage
2025-11-27T11:05:07.074153,deploy_agent_worker_3,heal_retry,2084.0,1667.2,3126.01,4168.01,stage
2025-11-27T11:05:07.079571,deploy_agent_worker_2,heal_retry,664.37,531.5,996.56,1328.74,stage
2025-11-27T11:05:07.083854,deploy_agent_worker_3,deploy,1278.2,1022.56,1917.3,2556.41,stage
2025-11-27T11:05:07.084865,deploy_agent_worker_3,heal_retry,1802.18,1441.75,2703.27,3604.36,stage
2025-11-27T11:05:07.088595,deploy_agent_worker_2,heal_retry,1653.27,1322.62,2479.9,3306.54,stage
2025-11-27T11:05:07.092060,deploy_agent_worker_1,heal_retry,1480.13,1184.11,2220.2,2960.26,stage
2025-11-27T11:05:07.093374,deploy_agent_worker_1,heal_restore,1360.06,1088.04,2040.08,2720.11,stage
2025-11-27T11:05:07.093374,deploy_agent_worker_2,deploy,859.16,687.33,1288.74,1718.32,stage
2025-11-27T11:05:07.098410,deploy_agent_worker_2,deploy,1442.97,1154.38,2164.45,2885.94,stage
2025-11-27T11:05:07.099411,deploy_agent_worker_3,deploy,1956.26,1565.01,2934.39,3912.52,stage
2025-11-27T11:05:07.100411,deploy_agent_worker_3,heal_restore,1044.35,835.48,1566.53,2088.71,stage
2025-11-27T11:05:07.105411,deploy_agent_worker_2,deploy,1019.08,815.27,1528.63,2038.17,stage
2025-11-27T11:05:07.105411,deploy_agent_worker_2,heal_retry,1664.29,1331.43,2496.43,3328.58,stage
2025-11-27T11:05:07.106761,deploy_agent_worker_3,heal_restore,1005.17,804.13,1507.75,2010.33,stage
2025-11-27T11:05:07.112893,deploy_agent_worker_1,heal_restore,595.59,476.47,893.38,1191.18,stage
2025-11-27T11:05:07.113871,deploy_agent_worker_2,heal_restore,960.31,768.25,1440.47,1920.62,stage
2025-11-27T11:05:07.113871,deploy_agent_worker_3,heal_restore,1450.04,1160.03,2175.06,2900.08,stage
2025-11-27T11:05:07.119374,deploy_agent_worker_1,heal_restore,1698.5,1358.8,2547.75,3397.0,stage
2025-11-27T11:05:07.119374,deploy_agent_worker_2,deploy,629.46,503.57,944.2,1258.93,stage
2025-11-27T11:05:07.120375,deploy_agent_worker_2,heal_retry,768.11,614.48,1152.16,1536.21,stage
2025-11-27T11:05:07.121376,deploy_agent_worker_3,deploy,1988.79,1591.03,2983.19,3977.58,stage
2025-11-27T11:05:07.125916,deploy_agent_worker_1,heal_retry,1911.23,1528.98,2866.84,3822.45,stage
2025-11-27T11:05:07.125916,deploy_agent_worker_1,heal_restore,1217.39,973.91,1826.09,2434.79,stage
2025-11-27T11:05:07.127205,deploy_agent_worker_2,heal_retry,1486.23,1188.98,2229.34,2972.46,stage
2025-11-27T11:05:07.127205,deploy_agent_worker_2,heal_restore,1545.22,1236.18,2317.83,3090.44,stage
2025-11-27T11:05:07.128205,deploy_agent_worker_3,heal_retry,603.42,482.74,905.13,1206.84,stage
2025-11-27T11:05:07.134818,deploy_agent_worker_2,heal_retry,1161.91,929.52,1742.86,2323.81,stage
2025-11-27T11:05:07.134818,deploy_agent_worker_3,deploy,1107.42,885.94,1661.13,2214.84,stage
2025-11-27T11:07:07.025807,test_service,deploy,1500,1500,1500,1500,stage
2025-11-27T12:35:32.043519,deploy_agent_worker_1,deploy,20109.43,20109.43,20109.43,20109.43,stage
2025-11-27T12:37:01.804126,deploy_agent_worker_1,deploy,15039.58,15039.58,15039.58,15039.58,stage
2025-11-27T12:40:54.609142,deploy_agent_worker_1,deploy,15037.97,15037.97,15037.97,15037.97,stage
2025-11-27T12:47:21.766377,deploy_agent_worker_1,deploy,15329.32,15329.32,15329.32,15329.32,stage
2025-11-27T12:52:01.158824,deploy_agent_worker_1,deploy,20115.76,20115.76,20115.76,20115.76,stage
2025-11-27T12:53:17.396755,deploy_agent_worker_1,deploy,20039.02,20039.02,20039.02,20039.02,stage
2025-11-27T12:53:17.561654,deploy_agent,deploy,20039.02,20039.02,20039.02,20039.02,stage
